Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
350010 Adamantina;2;0;1;3;0;1;0;1;2;2;3;4;2;2;6;10;10;17;13;25;51;0;152
350020 Adolfo;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;2;3;1;8;0;20
350030 Aguaí;1;0;1;2;1;0;1;7;3;4;5;6;5;13;9;14;10;16;16;20;25;0;157
350040 Águas da Prata;1;0;0;1;0;0;0;1;0;2;2;1;2;4;2;2;2;4;2;3;14;0;42
350050 Águas de Lindóia;1;1;2;4;0;0;0;1;1;0;1;0;0;3;6;4;6;7;5;19;21;0;78
350055 Águas de Santa Bárbara;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;2;3;3;3;9;0;24
350060 Águas de São Pedro;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;1;1;2;2;0;11
350070 Agudos;0;0;1;1;0;1;2;0;3;3;9;1;5;6;11;11;8;12;15;18;31;0;137
350075 Alambari;1;0;0;1;0;0;0;1;1;0;1;2;0;0;0;3;1;3;4;3;6;0;26
350080 Alfredo Marcondes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;5;5;0;19
350090 Altair;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;0;2;0;9
350100 Altinópolis;2;0;0;2;1;0;0;0;2;1;1;1;0;1;3;4;10;13;7;4;30;0;80
350110 Alto Alegre;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;1;1;2;1;8;0;19
350115 Alumínio;4;0;2;6;0;0;1;3;3;1;0;3;1;1;3;4;8;7;5;1;4;0;51
350120 Álvares Florence;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;2;4;6;3;4;0;24
350130 Álvares Machado;0;0;0;0;0;0;0;2;2;2;3;7;3;5;6;2;10;15;9;11;25;1;103
350140 Álvaro de Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;4;6;0;19
350150 Alvinlândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;4;0;9
350160 Americana;5;3;4;12;0;1;5;2;12;17;17;18;32;35;52;70;66;87;84;98;208;0;816
350170 Américo Brasiliense;3;0;1;4;1;0;0;0;2;3;4;3;4;4;3;10;11;11;11;11;15;0;97
350180 Américo de Campos;0;0;0;0;0;0;0;1;2;2;4;2;0;0;4;2;1;4;2;2;7;0;33
350190 Amparo;3;1;0;4;0;0;2;4;4;3;6;8;7;15;16;21;24;21;37;32;62;0;266
350200 Analândia;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;3;2;6;0;16
350210 Andradina;2;0;2;4;0;1;1;3;4;3;4;8;12;7;15;22;27;31;32;18;60;0;252
350220 Angatuba;1;1;0;2;1;0;0;1;0;4;3;2;3;4;5;8;4;9;7;12;21;0;86
350230 Anhembi;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;3;2;3;2;2;0;20
350240 Anhumas;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;2;1;4;0;13
350250 Aparecida;3;1;2;6;0;0;0;1;7;1;6;8;9;9;8;13;20;11;21;18;42;1;181
350260 Aparecida d'Oeste;0;0;0;0;0;1;0;0;0;1;3;0;0;1;0;1;2;4;4;3;5;0;25
350270 Apiaí;4;1;1;6;0;0;1;3;1;2;1;3;3;1;3;8;10;15;14;13;21;0;105
350275 Araçariguama;1;1;2;4;0;0;0;4;2;1;0;1;2;3;1;2;9;7;6;4;7;0;53
350280 Araçatuba;11;1;5;17;2;0;2;10;13;13;14;24;26;38;53;73;48;71;75;90;181;1;751
350290 Araçoiaba da Serra;2;2;3;7;0;0;1;0;3;4;6;1;1;7;2;16;7;13;19;16;16;0;119
350300 Aramina;1;0;1;2;0;0;0;0;1;0;0;0;0;0;5;1;3;2;7;3;8;0;32
350310 Arandu;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;4;4;0;0;2;4;0;19
350315 Arapeí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;1;0;7
350320 Araraquara;11;4;1;16;4;2;1;7;5;23;15;23;32;35;55;63;103;77;79;95;202;4;841
350330 Araras;7;2;5;14;1;1;1;4;10;15;16;14;22;30;22;29;33;46;52;61;107;0;478
350335 Arco-Íris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;2;0;7
350340 Arealva;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;5;4;4;5;4;16;0;43
350350 Areias;1;0;0;1;0;0;0;1;0;1;0;0;0;1;2;0;1;3;2;3;5;0;20
350360 Areiópolis;1;0;0;1;1;0;0;0;0;0;0;2;1;2;1;3;6;5;1;4;12;0;39
350370 Ariranha;1;0;0;1;0;0;0;0;0;1;0;2;4;2;0;1;5;5;1;7;5;0;34
350380 Artur Nogueira;0;0;1;1;0;0;0;1;2;4;4;2;13;7;6;9;11;14;18;12;24;0;128
350390 Arujá;3;1;3;7;1;1;3;5;11;6;7;11;17;11;29;25;22;20;27;19;34;0;256
350395 Aspásia;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;2;0;6
350400 Assis;6;0;1;7;2;1;2;4;5;4;9;10;14;21;26;39;39;38;40;54;105;2;422
350410 Atibaia;8;4;5;17;3;2;1;7;11;20;10;17;23;25;35;49;47;49;56;60;123;4;559
350420 Auriflama;0;0;0;0;0;0;0;1;0;1;4;0;1;3;2;7;7;6;5;6;17;0;60
350430 Avaí;0;0;0;0;0;0;0;0;1;2;2;2;0;1;1;1;2;1;5;5;1;0;24
350440 Avanhandava;0;0;0;0;0;0;0;1;4;2;3;3;2;3;4;3;2;7;0;6;6;0;46
350450 Avaré;6;1;2;9;2;2;1;2;9;8;10;12;11;18;20;30;36;40;35;32;71;0;348
350460 Bady Bassitt;1;0;0;1;0;0;0;1;2;1;1;0;4;4;2;6;5;6;7;8;12;0;60
350470 Balbinos;1;0;0;1;0;0;0;0;1;0;2;2;1;0;0;0;0;3;0;2;2;0;14
350480 Bálsamo;0;0;1;1;0;0;0;0;0;1;0;1;2;3;3;3;6;3;2;6;10;0;41
350490 Bananal;0;0;0;0;0;0;0;0;0;1;0;0;2;5;4;5;4;9;3;4;9;0;46
350500 Barão de Antonina;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;2;1;2;4;1;2;0;15
350510 Barbosa;0;0;1;1;0;0;0;1;0;2;1;0;0;3;0;1;2;2;3;6;4;0;26
350520 Bariri;3;1;2;6;1;0;0;2;2;5;1;4;2;7;12;5;10;10;17;23;35;0;142
350530 Barra Bonita;0;0;1;1;0;0;0;0;1;3;3;2;4;9;9;12;10;16;14;22;32;0;138
350535 Barra do Chapéu;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;2;1;3;2;3;6;0;22
350540 Barra do Turvo;0;0;0;0;3;0;1;2;1;2;1;2;2;2;1;2;3;4;5;1;9;0;41
350550 Barretos;1;3;0;4;2;0;2;2;8;14;10;17;19;22;33;55;46;58;76;69;102;1;540
350560 Barrinha;2;0;0;2;2;0;0;2;4;2;4;3;3;7;7;6;8;5;7;4;11;1;78
350570 Barueri;17;2;10;29;2;5;5;12;30;27;32;32;46;46;64;92;88;78;65;67;110;0;830
350580 Bastos;2;0;0;2;0;0;1;0;1;0;1;3;6;3;2;6;5;7;6;11;18;0;72
350590 Batatais;2;3;1;6;1;0;1;1;4;3;8;7;5;17;15;25;21;18;25;22;60;1;240
350600 Bauru;16;8;8;32;10;3;2;11;17;30;34;43;54;61;100;120;110;109;120;162;293;11;1322
350610 Bebedouro;4;0;4;8;2;0;0;4;0;6;4;10;12;18;14;16;31;25;30;36;76;0;292
350620 Bento de Abreu;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;2;0;2;0;1;4;0;13
350630 Bernardino de Campos;0;1;0;1;1;1;0;0;0;1;1;4;1;2;4;5;3;7;9;5;19;0;64
350635 Bertioga;3;0;2;5;1;1;1;2;5;1;6;8;13;17;13;12;19;14;17;10;16;5;166
350640 Bilac;1;0;1;2;0;0;0;1;2;0;2;1;0;1;2;1;2;2;4;5;9;0;34
350650 Birigui;5;1;4;10;0;2;0;4;6;3;11;15;13;16;25;28;39;30;39;39;86;0;366
350660 Biritiba-Mirim;3;0;2;5;1;0;0;2;0;1;6;8;4;7;3;10;14;11;11;10;16;1;110
350670 Boa Esperança do Sul;0;0;0;0;0;1;1;0;0;1;1;0;3;0;3;4;3;4;8;6;15;0;50
350680 Bocaina;0;0;0;0;0;1;0;0;1;0;1;2;3;3;2;2;5;5;2;6;14;0;47
350690 Bofete;0;0;0;0;0;0;0;1;1;0;0;1;2;0;2;2;1;3;4;5;3;0;25
350700 Boituva;3;1;1;5;1;1;3;2;4;2;1;4;8;7;13;20;18;8;28;22;37;0;184
350710 Bom Jesus dos Perdões;0;0;1;1;1;0;0;0;3;3;0;2;2;4;8;6;7;7;6;3;16;0;69
350715 Bom Sucesso de Itararé;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;3;0;11
350730 Boracéia;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;1;2;2;1;2;10;0;23
350740 Borborema;0;0;1;1;0;1;0;1;1;1;1;0;4;2;3;2;3;3;4;4;27;0;58
350745 Borebi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;5
350750 Botucatu;3;2;1;6;2;1;3;6;8;8;13;6;14;22;29;41;37;41;47;60;111;0;455
350760 Bragança Paulista;6;3;3;12;2;1;1;4;7;14;17;19;23;37;36;49;58;64;60;60;153;4;621
350770 Braúna;0;0;1;1;0;0;0;0;1;0;1;0;2;2;3;5;2;3;2;1;6;0;29
350775 Brejo Alegre;0;0;2;2;0;0;0;1;0;2;1;3;1;1;4;0;0;0;0;3;3;0;21
350780 Brodowski;1;1;0;2;0;0;0;0;3;5;1;2;1;5;8;1;8;7;7;7;19;0;76
350790 Brotas;1;2;3;6;0;1;0;0;1;1;2;2;3;2;2;4;7;5;11;14;29;0;90
350800 Buri;2;0;0;2;1;0;1;1;2;1;0;5;2;5;4;7;5;3;3;6;19;0;67
350810 Buritama;0;0;2;2;0;0;0;0;1;1;2;2;5;2;4;4;9;6;4;10;15;1;68
350820 Buritizal;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;2;0;1;2;3;0;12
350830 Cabrália Paulista;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;5;1;1;1;3;3;0;18
350840 Cabreúva;3;3;2;8;0;0;0;4;5;4;4;4;3;7;12;8;18;14;10;13;26;0;140
350850 Caçapava;2;1;1;4;2;0;2;2;7;4;10;11;12;15;14;26;35;32;31;34;53;1;295
350860 Cachoeira Paulista;2;0;0;2;1;0;1;1;0;3;2;5;7;5;8;11;9;11;11;9;21;1;108
350870 Caconde;1;0;0;1;0;0;1;0;1;1;1;4;4;3;3;3;11;7;9;6;13;0;68
350880 Cafelândia;3;0;2;5;0;2;0;0;2;2;3;2;1;2;4;6;3;8;10;11;21;0;82
350890 Caiabu;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;1;3;5;0;14
350900 Caieiras;2;0;7;9;1;1;0;4;5;5;3;7;15;13;25;25;28;19;29;20;41;0;250
350910 Caiuá;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;3;3;7;1;7;0;26
350920 Cajamar;4;2;2;8;0;0;2;4;7;7;6;12;7;9;17;27;15;13;22;11;20;0;187
350925 Cajati;3;0;0;3;1;0;0;2;2;2;1;4;1;7;7;12;9;16;8;13;14;0;102
350930 Cajobi;0;0;0;0;0;1;0;1;1;1;3;2;1;2;2;3;5;3;4;7;6;0;42
350940 Cajuru;1;0;0;1;0;0;0;1;4;3;2;1;5;4;9;3;13;10;7;16;27;1;107
350945 Campina do Monte Alegre;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;3;2;5;2;1;7;0;24
350950 Campinas;36;16;23;75;16;8;15;45;89;91;88;107;161;212;240;301;329;299;385;401;790;0;3652
350960 Campo Limpo Paulista;3;3;2;8;0;3;0;1;6;11;12;9;15;14;16;28;26;26;23;21;38;1;258
350970 Campos do Jordão;6;1;2;9;2;0;0;1;5;7;8;8;13;18;18;13;28;13;26;16;31;0;216
350980 Campos Novos Paulista;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;2;1;0;12
350990 Cananéia;0;0;0;0;1;0;0;1;1;0;1;3;1;2;2;3;8;8;3;11;13;0;58
350995 Canas;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;2;5;3;0;3;0;17
351000 Cândido Mota;0;0;0;0;0;0;0;3;4;1;3;4;5;7;14;11;15;13;14;21;21;0;136
351010 Cândido Rodrigues;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;0;2;2;2;0;12
351015 Canitar;0;0;0;0;0;0;1;1;0;2;1;0;1;0;2;1;1;1;3;1;1;0;16
351020 Capão Bonito;7;2;1;10;2;2;0;0;3;4;3;7;9;7;12;12;18;19;25;22;34;0;189
351030 Capela do Alto;1;1;1;3;0;0;0;3;1;4;2;5;3;2;5;6;7;8;9;7;12;0;77
351040 Capivari;4;2;5;11;1;0;0;4;2;7;5;9;7;9;13;13;22;16;22;28;48;0;217
351050 Caraguatatuba;2;3;3;8;1;1;1;11;12;10;18;21;30;27;31;37;47;42;35;28;52;1;413
351060 Carapicuíba;15;5;14;34;8;6;5;22;26;43;38;37;37;67;89;98;92;106;103;60;122;0;993
351070 Cardoso;0;0;0;0;0;0;0;0;1;0;0;2;2;5;3;4;4;8;5;6;10;0;50
351080 Casa Branca;2;0;2;4;1;0;0;2;2;4;4;6;4;7;7;7;14;8;15;15;28;0;128
351090 Cássia dos Coqueiros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;3;0;8
351100 Castilho;0;0;0;0;0;0;0;0;4;1;1;1;1;3;3;3;9;8;9;6;23;0;72
351110 Catanduva;5;2;0;7;1;0;1;3;4;5;21;19;17;24;36;42;62;35;60;73;123;0;533
351120 Catiguá;0;0;0;0;0;0;0;1;0;0;2;2;0;1;3;4;3;1;6;3;14;0;40
351130 Cedral;2;0;1;3;0;0;0;0;2;1;0;1;1;3;1;1;0;3;2;8;8;0;34
351140 Cerqueira César;1;0;1;2;0;0;0;1;1;1;1;0;3;5;9;7;8;6;9;11;16;0;80
351150 Cerquilho;2;0;0;2;0;0;1;2;3;2;3;5;7;4;10;14;8;10;14;14;28;0;127
351160 Cesário Lange;0;0;0;0;0;0;0;0;0;0;1;3;1;3;4;6;9;10;8;4;15;0;64
351170 Charqueada;1;1;1;3;1;0;0;0;1;0;1;1;2;3;2;6;5;6;4;6;15;0;56
355720 Chavantes;2;0;1;3;0;0;0;0;0;0;0;5;1;4;2;5;5;7;8;4;7;0;51
351190 Clementina;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;2;2;3;3;2;5;0;22
351200 Colina;2;0;0;2;1;0;0;1;0;0;0;2;2;3;6;6;8;7;5;7;18;0;68
351210 Colômbia;0;0;0;0;0;0;0;1;2;1;1;2;0;0;3;2;1;5;2;1;3;0;24
351220 Conchal;0;0;1;1;0;0;0;0;1;0;2;4;6;11;5;10;8;4;10;6;14;0;82
351230 Conchas;1;0;0;1;0;1;0;2;2;1;3;1;4;3;3;7;7;15;7;9;28;0;94
351240 Cordeirópolis;3;0;2;5;0;0;0;1;1;5;1;2;3;5;6;5;2;3;4;10;22;0;75
351250 Coroados;3;0;0;3;0;0;0;1;0;0;0;2;0;0;0;0;4;1;2;2;6;0;21
351260 Coronel Macedo;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;3;6;3;4;0;21
351270 Corumbataí;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;2;1;0;2;4;0;13
351280 Cosmópolis;3;1;1;5;2;0;0;1;7;6;4;6;8;22;13;20;14;13;14;20;35;0;190
351290 Cosmorama;0;0;1;1;0;0;1;0;0;1;1;1;0;3;1;2;6;5;4;6;12;0;44
351300 Cotia;9;4;4;17;4;2;4;11;20;22;18;28;24;39;53;50;70;57;54;59;117;0;649
351310 Cravinhos;0;0;0;0;1;0;0;1;2;2;2;3;3;11;6;9;10;6;17;10;25;0;108
351320 Cristais Paulista;0;0;0;0;0;0;0;0;1;1;1;4;1;1;1;5;4;3;4;3;6;0;35
351330 Cruzália;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3;0;0;1;1;3;0;11
351340 Cruzeiro;5;2;0;7;0;1;1;3;10;6;11;3;10;15;33;23;27;25;37;34;54;0;300
351350 Cubatão;4;1;7;12;1;1;3;9;11;14;7;16;20;23;39;39;43;23;38;32;55;1;387
351360 Cunha;0;0;0;0;0;0;0;2;2;0;3;5;0;2;3;3;6;10;10;11;27;0;84
351370 Descalvado;0;0;1;1;0;0;1;3;6;1;3;2;3;2;11;12;14;14;12;15;27;0;127
351380 Diadema;23;6;17;46;3;3;5;28;35;47;46;45;61;79;85;106;117;101;88;91;156;0;1142
351385 Dirce Reis;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;2;0;9
351390 Divinolândia;0;0;0;0;1;0;0;0;2;2;0;1;3;1;2;6;8;7;9;11;18;0;71
351400 Dobrada;2;2;0;4;0;0;0;1;1;0;0;0;0;0;1;2;4;0;1;2;3;0;19
351410 Dois Córregos;0;0;3;3;1;0;1;0;2;0;1;5;1;1;13;10;12;13;6;9;36;0;114
351420 Dolcinópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;7;3;0;17
351430 Dourado;0;0;0;0;0;0;0;0;3;0;1;3;2;1;4;3;0;3;1;4;11;0;36
351440 Dracena;4;0;0;4;0;0;0;1;3;4;3;4;6;7;17;23;15;26;31;40;65;0;249
351450 Duartina;0;0;0;0;0;0;0;0;0;1;1;0;3;1;5;6;4;8;4;12;13;0;58
351460 Dumont;1;0;0;1;0;0;0;0;1;0;1;0;3;1;3;3;5;1;2;2;5;0;28
351470 Echaporã;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;3;2;3;1;6;5;0;24
351480 Eldorado;0;0;0;0;1;0;0;1;1;1;2;3;4;6;5;4;6;7;6;2;12;0;61
351490 Elias Fausto;0;0;0;0;0;0;1;0;2;2;4;3;1;4;3;8;4;6;8;8;11;0;65
351492 Elisiário;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;3;1;2;1;1;0;13
351495 Embaúba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;1;1;0;8
351500 Embu das Artes;18;6;9;33;9;3;1;28;24;33;21;28;43;61;57;67;66;67;58;45;60;0;704
351510 Embu-Guaçu;2;0;1;3;0;2;2;5;5;6;7;7;24;15;24;27;27;18;29;27;47;1;276
351512 Emilianópolis;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;2;0;7
351515 Engenheiro Coelho;1;1;1;3;0;1;0;1;1;2;2;3;2;6;3;0;2;7;9;2;6;0;50
351518 Espírito Santo do Pinhal;3;1;0;4;0;0;1;0;2;4;4;4;4;7;13;8;24;15;24;24;44;0;182
351519 Espírito Santo do Turvo;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2;1;4;1;0;12
355730 Estiva Gerbi;1;0;0;1;0;0;0;1;3;0;0;0;0;2;4;6;5;3;3;6;6;0;40
351520 Estrela d'Oeste;0;0;1;1;1;0;0;0;0;0;0;0;0;1;3;3;1;0;6;3;8;0;27
351530 Estrela do Norte;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;2;3;0;11
351535 Euclides da Cunha Paulista;1;0;1;2;0;0;0;0;1;0;1;1;1;3;3;2;0;4;5;6;8;0;37
351540 Fartura;0;0;0;0;0;1;1;1;1;1;2;2;0;0;3;2;11;8;3;9;15;0;60
351560 Fernando Prestes;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;4;2;2;3;4;13;0;31
351550 Fernandópolis;0;1;1;2;1;1;1;3;9;1;2;10;9;16;22;14;22;32;37;34;75;0;291
351565 Fernão;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;2;0;7
351570 Ferraz de Vasconcelos;8;1;6;15;2;3;2;11;15;8;18;25;23;43;42;66;48;57;39;35;65;0;517
351580 Flora Rica;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;5;0;12
351590 Floreal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;5;0;12
351600 Flórida Paulista;1;0;0;1;1;0;0;1;0;2;0;4;5;2;6;6;7;5;6;6;14;0;66
351610 Florínia;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;2;1;1;1;1;7;0;17
351620 Franca;17;5;4;26;4;4;2;14;15;27;22;37;41;58;73;85;114;116;124;124;240;1;1127
351630 Francisco Morato;10;7;10;27;2;1;2;6;17;16;21;19;20;31;42;56;34;33;31;40;43;0;441
351640 Franco da Rocha;8;4;5;17;3;0;4;12;12;8;14;19;12;32;44;37;51;48;36;41;66;0;456
351650 Gabriel Monteiro;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;4;0;9
351660 Gália;0;0;1;1;0;0;0;0;2;0;1;0;2;1;5;1;2;3;5;5;9;0;37
351670 Garça;5;0;1;6;1;0;1;0;2;4;3;4;9;9;15;19;21;20;23;19;46;0;202
351680 Gastão Vidigal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;3;0;9
351685 Gavião Peixoto;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;1;0;2;1;7;0;16
351690 General Salgado;1;0;0;1;0;0;0;0;1;0;1;1;4;3;7;7;4;4;4;8;13;0;58
351700 Getulina;0;0;0;0;0;0;0;0;1;0;1;2;3;3;3;6;4;5;3;7;13;0;51
351710 Glicério;1;1;0;2;0;0;0;0;0;0;0;0;2;1;4;0;0;0;4;2;3;0;18
351720 Guaiçara;1;2;0;3;0;0;0;1;1;0;2;2;4;2;1;3;4;5;5;4;5;0;42
351730 Guaimbê;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;3;1;4;4;0;9;0;29
351740 Guaíra;1;0;0;1;0;0;0;0;3;2;2;1;6;6;18;13;17;14;13;18;31;0;145
351750 Guapiaçu;0;0;0;0;0;0;0;0;2;0;3;3;0;4;4;2;5;6;10;9;19;0;67
351760 Guapiara;2;1;1;4;0;0;2;1;1;1;1;3;2;2;4;4;4;8;6;13;19;0;75
351770 Guará;1;1;0;2;0;0;3;1;1;0;3;1;4;4;10;10;7;3;7;3;10;0;69
351780 Guaraçaí;0;0;1;1;0;0;0;0;0;0;1;1;1;2;3;3;3;6;3;5;16;0;45
351790 Guaraci;0;0;0;0;1;0;0;1;1;1;0;2;6;1;1;2;3;5;2;6;9;0;41
351800 Guarani d'Oeste;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;0;3;2;2;4;0;17
351810 Guarantã;0;0;0;0;0;0;0;1;0;0;0;3;0;1;2;4;4;4;5;0;7;0;31
351820 Guararapes;0;1;1;2;0;0;0;0;0;6;2;3;10;5;11;14;7;13;13;22;33;0;141
351830 Guararema;1;0;0;1;0;0;1;0;3;2;3;3;4;7;9;8;5;8;14;4;26;0;98
351840 Guaratinguetá;6;4;1;11;1;0;2;3;11;17;12;10;19;37;32;46;45;49;54;60;104;1;514
351850 Guareí;0;1;0;1;1;0;0;1;0;2;0;3;4;2;2;3;2;4;5;5;7;0;42
351860 Guariba;1;0;3;4;1;0;0;4;2;6;7;1;12;5;8;14;9;9;11;19;18;0;130
351870 Guarujá;20;15;18;53;10;4;3;26;36;28;28;38;56;69;68;85;106;77;87;93;140;9;1016
351880 Guarulhos;73;19;59;151;26;13;17;88;105;134;129;162;214;251;304;388;352;327;344;328;509;0;3842
351885 Guatapará;1;0;0;1;0;0;0;0;1;0;1;0;2;1;1;0;5;2;2;1;12;0;29
351890 Guzolândia;1;1;1;3;0;0;0;1;1;0;2;0;2;2;0;4;2;1;1;4;4;0;27
351900 Herculândia;1;0;0;1;0;0;0;0;0;0;1;2;3;3;0;1;8;5;1;4;9;0;38
351905 Holambra;1;0;0;1;0;0;0;0;0;1;1;3;2;1;1;3;3;7;2;6;8;0;39
351907 Hortolândia;12;4;3;19;3;2;3;12;15;14;26;23;22;34;52;47;42;61;60;42;103;0;580
351910 Iacanga;0;0;0;0;0;0;0;1;3;2;0;0;2;2;2;2;4;6;6;5;17;0;52
351920 Iacri;0;0;0;0;0;0;0;1;1;1;0;0;1;2;6;3;2;1;4;8;5;0;35
351925 Iaras;0;0;0;0;0;0;0;0;0;1;1;2;1;2;2;1;5;2;2;1;2;0;22
351930 Ibaté;0;1;0;1;0;1;0;1;4;4;6;4;6;9;10;4;6;3;9;11;20;0;99
351940 Ibirá;0;0;0;0;0;0;1;0;1;1;0;2;0;2;4;2;1;2;10;7;10;0;43
351950 Ibirarema;0;0;0;0;0;1;0;0;0;0;1;0;2;1;1;0;3;5;3;4;11;0;32
351960 Ibitinga;1;1;2;4;0;0;0;2;2;3;6;3;8;11;10;20;18;22;28;17;48;0;202
351970 Ibiúna;5;0;5;10;1;1;0;3;4;9;10;12;14;16;13;17;26;29;27;22;46;6;266
351980 Icém;0;1;0;1;1;0;0;0;0;2;2;0;0;4;0;5;3;2;4;3;5;0;32
351990 Iepê;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;4;3;3;12;0;26
352000 Igaraçu do Tietê;1;1;0;2;0;0;0;2;0;1;4;5;5;6;8;14;9;8;14;14;16;0;108
352010 Igarapava;0;0;1;1;0;0;0;1;0;2;3;6;7;6;10;10;11;9;12;8;39;1;126
352020 Igaratá;1;1;1;3;1;0;0;0;0;0;1;2;1;2;4;2;5;2;1;4;6;0;34
352030 Iguape;3;0;0;3;2;1;0;3;0;3;0;4;6;6;8;8;10;13;14;25;25;0;131
352042 Ilha Comprida;0;0;0;0;0;0;0;1;2;1;0;1;0;2;3;4;4;7;5;4;5;0;39
352044 Ilha Solteira;0;1;1;2;0;0;0;1;2;3;3;2;2;1;8;6;11;10;12;16;21;0;100
352040 Ilhabela;0;3;0;3;2;1;1;2;2;5;0;3;7;6;5;5;7;7;8;5;8;0;77
352050 Indaiatuba;10;3;9;22;2;1;1;7;13;17;16;13;30;39;52;62;55;60;69;54;148;1;662
352060 Indiana;0;1;0;1;0;0;0;0;1;1;2;1;0;0;0;1;4;2;0;3;8;0;24
352070 Indiaporã;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;3;2;2;2;2;7;0;22
352080 Inúbia Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;2;0;3;0;10
352090 Ipaussu;2;0;0;2;0;0;0;0;0;1;1;3;4;2;3;3;7;3;4;6;16;0;55
352100 Iperó;2;1;3;6;0;1;0;4;1;3;6;3;6;7;7;11;5;11;6;10;11;0;98
352110 Ipeúna;0;0;0;0;0;1;0;1;0;1;0;0;0;3;0;1;0;0;3;1;1;0;12
352115 Ipiguá;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;2;3;2;1;0;6;0;19
352120 Iporanga;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;4;1;4;3;2;4;0;22
352130 Ipuã;1;0;0;1;0;0;0;1;0;1;0;1;1;3;4;0;6;7;7;5;8;0;45
